Route,Arrival_Time,Duration,Total_Stops,Additional_Info,Airl_Air Asia,Airl_Air India,Airl_GoAir,Airl_IndiGo,Airl_Jet Airways,Airl_Jet Airways Business,Airl_Multiple carriers,Airl_Multiple carriers Premium economy,Airl_SpiceJet,Airl_Trujet,Airl_Vistara,Airl_Vistara Premium economy,Sour_Banglore,Sour_Chennai,Sour_Delhi,Sour_Kolkata,Sour_Mumbai,Dest_Banglore,Dest_Cochin,Dest_Delhi,Dest_Hyderabad,Dest_Kolkata,Dest_New Delhi,day_sin,day_cos,month_sin,month_cos,Dep_hour_sin,Dep_hour_cos,Price
"['CCU', 'BLR']",00:40 02 Jun,140,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,-0.36182597999874894,0.9322456544269567,3841
"['CCU', 'GAU', 'DEL', 'BLR']",12:00 02 Apr,1155,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,-0.9457375573395331,-0.3249314891441782,9920
"['BLR', 'DEL']",21:20,175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,-0.9889956228231538,0.14794478036295194,12649
"['DEL', 'BOM', 'COK']",21:00,575,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.14465123504913843,-0.9894827033348076,6093
"['DEL', 'JAI', 'BOM', 'COK']",04:25 28 May,1375,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.9873633231729737,0.1584729252989982,15129
"['BLR', 'DEL']",20:45,180,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,-0.9979148065306217,-0.06454485964778242,4544
"['CCU', 'BLR']",16:45,150,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,-0.586922993695564,-0.8096427604020411,5170
"['BOM', 'HYD']",04:05,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0.5858442337198134,0.8104236755038963,2754
"['BOM', 'HYD']",15:25,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.45060543974273704,-0.8927232144815405,3100
"['CCU', 'GAU', 'DEL', 'BLR']",23:15 02 Apr,1830,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,-0.9457375573395331,-0.3249314891441782,9237
"['DEL', 'BOM', 'COK']",01:30 16 Jun,750,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.31546931027271535,-0.9489357798481715,7198
"['DEL', 'BOM', 'COK']",12:35 02 Jun,1505,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.13146138499895615,-0.9913212921420361,10262
"['DEL', 'MAA', 'COK']",21:55,360,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,-0.841547952247786,-0.5401824173994912,5111
"['DEL', 'GOI', 'BOM', 'COK']",19:15 28 Jun,1275,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.4109498817307042,0.911657937334788,10441
"['DEL', 'BOM', 'COK']",19:15,630,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.7776625251571416,-0.6286819521556334,10261
"['MAA', 'CCU']",21:55,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,-0.9041227011520453,0.42727291192109224,6297
"['DEL', 'BOM', 'COK']",19:00,910,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.80294714630459,0.5960502329848679,12192
"['BLR', 'DEL']",13:00,170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.4362819235553892,-0.8998100261604166,3943
"['DEL', 'BHO', 'BOM', 'COK']",12:35,425,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.9873633231729737,0.1584729252989982,16274
"['DEL', 'BOM', 'COK']",12:35,330,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.9532541807668106,-0.30216959948114724,12898
"['BLR', 'DEL']",08:35,160,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.9957197078185813,0.09242436616866323,3311
"['DEL', 'BOM', 'COK']",12:35,460,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.9362816565961319,0.35125013810901595,9103
"['CCU', 'BLR']",00:55 16 Mar,165,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,-0.3865250271867147,0.9222789184180182,4148
"['CCU', 'BLR']",18:05,155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.8037402225196308,-0.5949803817808569,5224
"['CCU', 'BLR']",07:15,155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,0.9215049480771372,0.38836661889167634,4804
"['MAA', 'CCU']",21:55,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.9041227011520453,0.42727291192109224,3597
"['CCU', 'BLR']",14:05,155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.13146138499895615,-0.9913212921420361,4804
"['BOM', 'HYD']",11:50,90,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.4121636152466999,-0.911109847530346,4995
"['CCU', 'BLR']",11:25,145,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,0.6775651471942905,-0.7354627599733241,3873
"['DEL', 'BOM', 'COK']",04:25 02 Jun,805,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,-0.7536844845262299,-0.6572364093569613,10262
"['BOM', 'HYD']",21:05,90,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.9041227011520453,0.42727291192109224,3210
"['DEL', 'HYD', 'COK']",13:35,365,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,0.9310358376001073,-0.36492775874721645,6276
"['BLR', 'BOM', 'DEL']",08:15 13 Mar,650,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,-0.5836835986086659,0.8119811923408311,9134
"['BLR', 'BOM', 'DEL']",13:15 13 Mar,1100,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-0.9740311084966399,0.22641422146324408,11087
"['CCU', 'BOM', 'BLR']",04:40 02 May,875,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.565152571496999,-0.8249864065124524,13941
"['DEL', 'COK']",08:00,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.9775248967495268,0.21082000909502638,5201
"['DEL', 'HYD', 'COK']",16:10,665,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0.9746307060011029,0.22381909418052723,6171
"['CCU', 'BLR']",22:05,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,-0.9041227011520453,0.42727291192109224,5964
"['DEL', 'AMD', 'BOM', 'COK']",19:00 28 May,1430,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.9305490204467982,0.3661673395395939,15129
"['DEL', 'JAI', 'BOM', 'COK']",12:35 19 May,1615,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.5955154394050386,-0.8033438625085921,13029
"['BLR', 'DEL']",11:20,180,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.8177704875523242,-0.5755444636936697,4030
"['CCU', 'AMD', 'BLR']",00:15 19 May,455,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.9413265533656265,-0.3374971406231322,10586
"['BOM', 'JAI', 'DEL', 'HYD']",19:25 07 Mar,1910,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,0.11824821993650479,-0.9929840675871129,17926
"['DEL', 'COK']",14:15,195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.21016905417450496,-0.9776650595512729,9564
"['CCU', 'GAU', 'BLR']",17:35,435,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.4121636152466999,-0.911109847530346,8355
"['DEL', 'BOM', 'COK']",01:30 07 Jun,910,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.4121636152466999,-0.911109847530346,6795
"['DEL', 'BLR', 'COK']",08:15 16 May,1125,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,-0.39020666082349154,-0.9207273004798873,10671
"['DEL', 'UDR', 'BOM', 'COK']",07:40 28 Mar,1100,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,-0.3655476301831068,-0.9307926353745578,10178
"['CCU', 'DEL', 'BLR']",09:05 13 Jun,1555,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.9491456322120914,-0.3148373688949731,7927
"['BOM', 'HYD']",15:25,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.45060543974273704,-0.8927232144815405,3100
"['DEL', 'AMD', 'BOM', 'COK']",19:15 07 Mar,1410,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,-0.8924229702296805,0.45119978081381495,12646
"['DEL', 'BLR', 'COK']",10:05,300,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,0.9746307060011029,0.22381909418052723,7894
"['BLR', 'DEL']",04:15,165,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,0.3393768800894149,0.9406504841123375,3943
"['DEL', 'BOM', 'COK']",19:15,470,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,0.14465123504913843,-0.9894827033348076,7575
"['DEL', 'IDR', 'BOM', 'COK']",19:45 07 Mar,2300,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,0.9851653704296665,0.17160767146656974,16914
"['DEL', 'COK']",17:50,190,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,-0.639494461744814,-0.7687957032903545,6216
"['DEL', 'BLR', 'COK']",22:15,310,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.9853930348507207,-0.1702955280319667,6147
"['DEL', 'BOM', 'COK']",01:30 16 May,480,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,-0.9945404404273636,-0.10435186799739504,6979
"['DEL', 'COK']",21:10,185,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.9954700043301253,0.09507612991166782,6094
"['DEL', 'BOM', 'COK']",04:25 28 Mar,455,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,-0.7332028235098852,0.6800100143359156,12242
"['CCU', 'BBI', 'BOM', 'BLR']",21:50,590,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.05457452575746246,-0.9985097000722367,9416
"['DEL', 'HYD', 'MAA', 'COK']",09:25 22 Mar,1210,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,-0.35311977234744457,-0.9355781241442581,7107
"['DEL', 'IDR', 'BOM', 'COK']",19:00 10 Jun,1295,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-0.5836835986086659,0.8119811923408311,13292
"['MAA', 'CCU']",10:15,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.9046909189165733,-0.42606847011940024,7295
"['BLR', 'DEL']",03:25,175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.079819855558842,0.9968093050621897,4423
"['BLR', 'DEL']",02:20 28 Mar,170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,-0.07716457871446203,0.9970183688337039,5694
"['BLR', 'BOM', 'DEL']",10:25,280,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.9929051090611755,0.11890939576087065,8147
"['DEL', 'BOM', 'COK']",01:30 28 May,750,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.31546931027271535,-0.9489357798481715,13377
"['BLR', 'BOM', 'DEL']",00:45 07 Mar,640,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.2246467991473532e-16,-1.0,-0.565152571496999,-0.8249864065124524,13502
"['DEL', 'BHO', 'BOM', 'COK']",04:25 10 Mar,1365,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,0.9912335356847634,0.13212145069549847,13764
"['CCU', 'DEL', 'BLR']",09:45 07 Jun,1005,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.983037814247797,-0.18340298732276367,12692
"['CCU', 'BLR']",19:50,155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.9895788034349067,-0.1439923324081471,4804
"['CCU', 'BOM', 'BLR']",09:20 02 Apr,1495,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.8100333975324802,-0.5863837437054228,7064
"['DEL', 'BOM', 'COK']",12:35,330,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,0.9532541807668106,-0.30216959948114724,14924
"['CCU', 'BLR']",17:55,155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,-0.7876097438247077,-0.6161744001761014,6565
"['DEL', 'AMD', 'BOM', 'COK']",19:15 19 May,1595,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.9413265533656265,-0.3374971406231322,9863
"['DEL', 'BOM', 'COK']",21:00,300,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,-0.9001003353648385,-0.43568266694476776,7725
"['DEL', 'GOI', 'BOM', 'COK']",19:15 16 May,1275,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,-0.4109498817307042,0.911657937334788,11281
"['BOM', 'HYD']",21:05,90,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,-0.9041227011520453,0.42727291192109224,3210
"['CCU', 'HYD', 'BLR']",04:40 02 May,580,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.9399706612026074,0.34125526527561895,6117
"['DEL', 'BOM', 'COK']",04:25 25 Jun,745,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,-0.9001003353648385,-0.43568266694476776,10262
"['BLR', 'DEL']",06:50,170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.8749817409708072,0.4841559180343614,3943
"['CCU', 'BOM', 'BLR']",04:40 13 Jun,585,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,-0.9740311084966399,0.22641422146324408,12576
"['DEL', 'BLR', 'COK']",13:25,330,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,0.8660254037844387,-0.4999999999999998,0.9046909189165733,-0.42606847011940024,7452
"['CCU', 'BOM', 'BLR']",16:20,590,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.994258972314923,-0.1070004484629539,14781
"['CCU', 'BBI', 'BLR']",13:15,245,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.6577381223766592,-0.7532466809567944,8996
"['DEL', 'BLR', 'COK']",08:15 07 Mar,1125,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,-0.39020666082349154,-0.9207273004798873,11563
"['BLR', 'DEL']",06:50,170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,0.8749817409708072,0.4841559180343614,4777
"['CCU', 'BLR']",18:05,155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210297e-16,-0.8037402225196308,-0.5949803817808569,4174
"['CCU', 'BLR']",19:40,150,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-0.9875734934830592,-0.15715786639448268,3841
"['DEL', 'ATQ', 'BOM', 'COK']",04:25 25 Jun,605,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,-0.9908781152379449,0.13476112474485372,13775
"['DEL', 'MAA', 'COK']",09:25 28 Mar,965,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,-0.9914086090594236,-0.13080126101402428,5117
"['BOM', 'HYD']",21:05,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.9041227011520453,0.42727291192109224,5678
"['DEL', 'BOM', 'COK']",19:00,300,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,-0.554116043730452,-0.8324394332805912,5177
"['DEL', 'BLR', 'COK']",22:50,295,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-0.9992798027620355,-0.03794569530088034,5975
"['BLR', 'DEL']",03:25,165,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.10633837377670781,0.9943300006851474,6860
"['CCU', 'BLR']",12:20,165,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.6061608279073047,-0.7953420966544716,4804
"['DEL', 'BOM', 'COK']",01:30 28 Jun,840,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.13146138499895615,-0.9913212921420361,13377
"['DEL', 'BOM', 'COK']",19:15,555,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,0.4600907427347183,-0.8878718986710951,8372
"['DEL', 'BOM', 'COK']",21:00,720,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.6775651471942905,-0.7354627599733241,7933
"['BOM', 'HYD']",07:55,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,0.9955957389445023,-0.09375033117568468,4049
"['BLR', 'DEL']",12:45,165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17,0.4600907427347183,-0.8878718986710951,11423
"['CCU', 'BOM', 'BLR']",16:20 16 May,1285,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.49999999999999994,-0.8660254037844387,-0.9740311084966399,0.22641422146324408,10844
